Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10/03/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,NJ,07018,None,Consent not provided,Web,10/03/25,Closed with explanation,Yes,N/A,16351548
11/14/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,CT,06473,None,N/A,Referral,11/18/25,Closed with monetary relief,Yes,N/A,17316361
10/26/25,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,None,TD BANK US HOLDING COMPANY,NJ,088XX,None,None,Web,10/26/25,Closed with monetary relief,Yes,N/A,16829961
10/29/25,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,,None,TD BANK US HOLDING COMPANY,FL,33196,None,None,Web,10/29/25,Closed with non-monetary relief,Yes,N/A,16900302
11/20/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,CA,90746,None,None,Web,11/20/25,Closed with explanation,Yes,N/A,17380810
10/15/25,Credit card,Store credit card,Problem when making payments,Problem during payment process,,None,TD BANK US HOLDING COMPANY,CA,95670,None,None,Web,10/15/25,In progress,Yes,N/A,16598377
10/23/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,,None,TD BANK US HOLDING COMPANY,FL,33455,Older American,None,Web,10/23/25,Closed with explanation,Yes,N/A,16776280
10/20/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,CA,94565,None,None,Web,10/20/25,Closed with explanation,Yes,N/A,16678102
10/22/25,Checking or savings account,Checking account,Managing an account,Problem accessing account,,None,TD BANK US HOLDING COMPANY,NJ,XXXXX,None,None,Web,10/22/25,In progress,Yes,N/A,16755342
10/24/25,Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,,None,TD BANK US HOLDING COMPANY,NY,11581,None,None,Web,10/24/25,Closed with non-monetary relief,Yes,N/A,16794462
09/30/25,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,,None,TD BANK US HOLDING COMPANY,NY,10583,None,N/A,Postal mail,09/30/25,Closed with explanation,Yes,N/A,16261539
11/10/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,MD,20603,None,None,Web,11/10/25,Closed with explanation,Yes,N/A,17122419
10/19/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,NY,10475,None,None,Web,10/19/25,Closed with explanation,Yes,N/A,16685632
11/03/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,NJ,07738,None,None,Web,11/03/25,Closed with explanation,Yes,N/A,16988030
11/04/25,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,,None,TD BANK US HOLDING COMPANY,NJ,08527,None,None,Web,11/04/25,Closed with non-monetary relief,Yes,N/A,17013204
11/06/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,None,TD BANK US HOLDING COMPANY,AL,36460,None,None,Web,11/06/25,Closed with explanation,Yes,N/A,17084645
10/31/25,Credit card,Store credit card,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,NY,10314,None,None,Web,10/31/25,In progress,Yes,N/A,16958976
11/07/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,CA,92020,None,None,Web,11/07/25,Closed with explanation,Yes,N/A,17096428
11/18/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,AZ,85345,None,None,Web,11/18/25,In progress,Yes,N/A,17314329
11/05/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,TX,77808,None,None,Web,11/05/25,Closed with explanation,Yes,N/A,17045898
09/29/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,NY,10069,None,None,Web,11/06/25,In progress,Yes,N/A,16232557
11/01/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,CA,92411,None,None,Web,11/19/25,In progress,Yes,N/A,16968624
09/29/25,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,TD Bank offered me a {$200.00} checking bonus to be paid on or before 180 days after opening the account. It has been past the 180 days and I have not received the promotional bonus payment.,None,TD BANK US HOLDING COMPANY,FL,32714,None,Consent provided,Web,09/29/25,Closed with monetary relief,Yes,N/A,16247064
11/10/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,NY,10462,None,None,Web,11/10/25,In progress,Yes,N/A,17123064
10/24/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,NJ,08302,None,None,Web,10/24/25,Closed with explanation,Yes,N/A,16813787
10/02/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,None,,None,TD BANK US HOLDING COMPANY,NY,10003,None,Consent not provided,Web,10/02/25,Closed with non-monetary relief,Yes,N/A,16284121
10/18/25,Vehicle loan or lease,Loan,Repossession,Loan balance remaining after the vehicle is repossessed and sold,,None,TD BANK US HOLDING COMPANY,NY,109XX,Servicemember,None,Web,10/18/25,Closed with explanation,Yes,N/A,16648919
10/28/25,Credit card,Store credit card,Fees or interest,Charged too much interest,,None,TD BANK US HOLDING COMPANY,RI,02886,Servicemember,None,Web,10/28/25,Closed with explanation,Yes,N/A,16867652
10/03/25,Debt collection,Credit card debt,Written notification about debt,Didn't receive notice of right to dispute,,None,TD BANK US HOLDING COMPANY,MD,21216,None,Consent not provided,Web,10/03/25,Closed with explanation,Yes,N/A,16314772
10/10/25,Credit card,Store credit card,Problem when making payments,You never received your bill or did not know a payment was due,,None,TD BANK US HOLDING COMPANY,NY,11416,None,N/A,Phone,10/10/25,Closed with monetary relief,Yes,N/A,16515644
10/20/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,IL,60174,None,None,Web,10/20/25,Closed with explanation,Yes,N/A,16690785
11/14/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,TX,77584,None,None,Web,11/14/25,In progress,Yes,N/A,17252437
10/28/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,CA,95336,None,None,Web,10/28/25,Closed with explanation,Yes,N/A,16882668
10/12/25,Vehicle loan or lease,Loan,Repossession,Loan balance remaining after the vehicle is repossessed and sold,,None,TD BANK US HOLDING COMPANY,NJ,07422,None,None,Web,10/12/25,Closed with explanation,Yes,N/A,16525228
10/06/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,TX,774XX,None,None,Web,10/21/25,Closed with explanation,Yes,N/A,16401109
10/14/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,TN,38127,None,None,Web,10/14/25,Closed with explanation,Yes,N/A,16563888
11/01/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,None,TD BANK US HOLDING COMPANY,MA,01960,None,None,Web,11/19/25,In progress,Yes,N/A,16965757
11/08/25,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Application denials,,None,TD BANK US HOLDING COMPANY,FL,33312,None,None,Web,11/08/25,In progress,Yes,N/A,17113795
11/21/25,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,,None,TD BANK US HOLDING COMPANY,GA,30052,None,None,Web,11/21/25,Closed with explanation,Yes,N/A,17415855
10/20/25,Checking or savings account,Checking account,Closing an account,Company closed your account,,None,TD BANK US HOLDING COMPANY,CA,91604,None,None,Web,10/20/25,Closed with explanation,Yes,N/A,16684401
11/12/25,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,TD BANK US HOLDING COMPANY,FL,349XX,None,None,Web,11/12/25,Closed with explanation,Yes,N/A,17158424
09/30/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,CA,95376,None,Consent not provided,Web,09/30/25,Closed with explanation,Yes,N/A,16256401
11/21/25,Checking or savings account,Checking account,Managing an account,Banking errors,,None,TD BANK US HOLDING COMPANY,PA,19148,None,None,Web,11/21/25,Closed with explanation,Yes,N/A,17799652
09/30/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,NJ,07401,None,Consent not provided,Web,09/30/25,Closed with explanation,Yes,N/A,16259610
10/07/25,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,,None,TD BANK US HOLDING COMPANY,NJ,07111,None,Consent not provided,Web,10/07/25,Closed with explanation,Yes,N/A,16414276
11/07/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,CA,95337,None,None,Web,11/07/25,In progress,Yes,N/A,17098915
10/08/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,,None,TD BANK US HOLDING COMPANY,NY,11201,Older American,Consent not provided,Web,10/08/25,Closed with explanation,Yes,N/A,16406246
11/08/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,TX,75227,None,None,Web,11/08/25,In progress,Yes,N/A,17117399
10/14/25,Checking or savings account,Checking account,Managing an account,Problem accessing account,,None,TD BANK US HOLDING COMPANY,NY,113XX,None,None,Web,10/14/25,Closed with non-monetary relief,Yes,N/A,16532616
11/03/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,,None,TD BANK US HOLDING COMPANY,CT,06880,None,N/A,Referral,11/03/25,In progress,Yes,N/A,16995360
